INN,month,sales
FLUCONAZOLUM,2020-10,591218.53
FLUCONAZOLUM,2020-11,561665.9
FLUCONAZOLUM,2020-12,536296.1
FLUCONAZOLUM,2021-01,501787.07
FLUCONAZOLUM,2021-02,443169.88
FLUCONAZOLUM,2021-03,519395.48
FLUCONAZOLUM,2021-04,508413.54
FLUCONAZOLUM,2021-05,466082.59
FLUCONAZOLUM,2021-06,456390.14
FLUCONAZOLUM,2021-07,493620.47
FLUCONAZOLUM,2021-08,515298.78
FLUCONAZOLUM,2021-09,503966.92
FLUCONAZOLUM,2021-10,575684.74
FLUCONAZOLUM,2021-11,560086.27
FLUCONAZOLUM,2021-12,501994.3
FLUCONAZOLUM,2022-01,503120.56
FLUCONAZOLUM,2022-02,491219.73
FLUCONAZOLUM,2022-03,335806.54
FLUCONAZOLUM,2022-04,254081.85
FLUCONAZOLUM,2022-05,292571.49
FLUCONAZOLUM,2022-06,306049.54000000004
FLUCONAZOLUM,2022-07,356155.77
FLUCONAZOLUM,2022-08,384594.93
FLUCONAZOLUM,2022-09,368121.05
FLUCONAZOLUM,2022-10,369656.08
FLUCONAZOLUM,2022-11,356846.14
FLUCONAZOLUM,2022-12,367834.85
FLUCONAZOLUM,2023-01,378270.95
FLUCONAZOLUM,2023-02,355329.69
FLUCONAZOLUM,2023-03,392074.25
FLUCONAZOLUM,2023-04,362590.64
FLUCONAZOLUM,2023-05,374762.9
FLUCONAZOLUM,2023-06,381750.44
FLUCONAZOLUM,2023-07,414536.49
FLUCONAZOLUM,2023-08,425814.67
FLUCONAZOLUM,2023-09,396005.92
FLUCONAZOLUM,2023-10,390398.25
FLUCONAZOLUM,2023-11,374349.52
FLUCONAZOLUM,2023-12,384338.6
IBUPROFENUM,2019-01,1165103.44
IBUPROFENUM,2019-02,960597.99
IBUPROFENUM,2019-03,996470.96
IBUPROFENUM,2019-04,947113.84
IBUPROFENUM,2019-05,906966.59
IBUPROFENUM,2019-06,917329.62
IBUPROFENUM,2019-07,928713.87
IBUPROFENUM,2019-08,985293.0700000001
IBUPROFENUM,2019-09,1073202.41
IBUPROFENUM,2019-10,1093458.6199999999
IBUPROFENUM,2019-11,1080988.52
IBUPROFENUM,2019-12,1188153.07
IBUPROFENUM,2020-01,1279548.99
IBUPROFENUM,2020-02,1276275.66
IBUPROFENUM,2020-03,1524693.03
IBUPROFENUM,2020-04,547855.44
IBUPROFENUM,2020-05,556310.23
IBUPROFENUM,2020-06,605015.63
IBUPROFENUM,2020-07,723386.09
IBUPROFENUM,2020-08,853737.27
IBUPROFENUM,2020-09,947284.04
IBUPROFENUM,2020-10,1035099.49
IBUPROFENUM,2020-11,1005998.74
IBUPROFENUM,2020-12,968172.9500000001
IBUPROFENUM,2021-01,868235.87
IBUPROFENUM,2021-02,859551.2
IBUPROFENUM,2021-03,1097286.8
IBUPROFENUM,2021-04,959601.53
IBUPROFENUM,2021-05,977002.7
IBUPROFENUM,2021-06,982295.88
IBUPROFENUM,2021-07,1038263.33
IBUPROFENUM,2021-08,1171744.26
IBUPROFENUM,2021-09,1315762.2
IBUPROFENUM,2021-10,1519248.85
IBUPROFENUM,2021-11,1222229.41
IBUPROFENUM,2021-12,1180398.82
IBUPROFENUM,2022-01,1597138.83
IBUPROFENUM,2022-02,1989211.91
IBUPROFENUM,2022-03,1120830.62
IBUPROFENUM,2022-04,630279.34
IBUPROFENUM,2022-05,623140.78
IBUPROFENUM,2022-06,596720.18
IBUPROFENUM,2022-07,697837.67
IBUPROFENUM,2022-08,803681.26
IBUPROFENUM,2022-09,1026957.9
IBUPROFENUM,2022-10,1012375.38
IBUPROFENUM,2022-11,1018514.13
IBUPROFENUM,2022-12,1262022.68
IBUPROFENUM,2023-01,1076574.2
IBUPROFENUM,2023-02,1005776.85
IBUPROFENUM,2023-03,1198717.51
IBUPROFENUM,2023-04,1018077.39
IBUPROFENUM,2023-05,976304.5
IBUPROFENUM,2023-06,949848.6
IBUPROFENUM,2023-07,960811.3300000001
IBUPROFENUM,2023-08,1097544.13
IBUPROFENUM,2023-09,1263237.14
IBUPROFENUM,2023-10,1290590.23
IBUPROFENUM,2023-11,1216521.53
IBUPROFENUM,2023-12,1361088.73
LEVOFLOXACINUM,2019-01,379774.46
LEVOFLOXACINUM,2019-02,315920.13
LEVOFLOXACINUM,2019-03,318141.41
LEVOFLOXACINUM,2019-04,289422.16
LEVOFLOXACINUM,2019-05,282711.8
LEVOFLOXACINUM,2019-06,262289.89
LEVOFLOXACINUM,2019-07,279919.39999999997
LEVOFLOXACINUM,2019-08,286293.42
LEVOFLOXACINUM,2019-09,284260.45
LEVOFLOXACINUM,2019-10,314939.71
LEVOFLOXACINUM,2019-11,334627.77
LEVOFLOXACINUM,2019-12,349565.77
LEVOFLOXACINUM,2020-01,398849.36
LEVOFLOXACINUM,2020-02,431724.52
LEVOFLOXACINUM,2020-03,371635.17
LEVOFLOXACINUM,2020-04,203974.05
LEVOFLOXACINUM,2020-05,186714.02
LEVOFLOXACINUM,2020-06,209602.27
LEVOFLOXACINUM,2020-07,254133.53
LEVOFLOXACINUM,2020-08,328088.46
LEVOFLOXACINUM,2020-09,434984.94
LEVOFLOXACINUM,2020-10,843509.74
LEVOFLOXACINUM,2020-11,841072.13
LEVOFLOXACINUM,2020-12,643195.73
LEVOFLOXACINUM,2021-01,409363.47
LEVOFLOXACINUM,2021-02,307411.73
LEVOFLOXACINUM,2021-03,528987.36
LEVOFLOXACINUM,2021-04,538583.7
LEVOFLOXACINUM,2021-05,336434.46
LEVOFLOXACINUM,2021-06,257752.26
LEVOFLOXACINUM,2021-07,245879.44999999998
LEVOFLOXACINUM,2021-08,257573.83
LEVOFLOXACINUM,2021-09,338672.9
LEVOFLOXACINUM,2021-10,721125.2
LEVOFLOXACINUM,2021-11,622269.32
LEVOFLOXACINUM,2021-12,385016.52999999997
LEVOFLOXACINUM,2022-01,374702.71
LEVOFLOXACINUM,2022-02,419526.5
LEVOFLOXACINUM,2022-03,201748.61
LEVOFLOXACINUM,2022-04,107229.22
LEVOFLOXACINUM,2022-05,100957.81
LEVOFLOXACINUM,2022-06,96336.61
LEVOFLOXACINUM,2022-07,138611.91
LEVOFLOXACINUM,2022-08,110640.86
LEVOFLOXACINUM,2022-09,123807.54000000001
LEVOFLOXACINUM,2022-10,135156.21
LEVOFLOXACINUM,2022-11,127521.59
LEVOFLOXACINUM,2022-12,147311.59
LEVOFLOXACINUM,2023-01,152835.99
LEVOFLOXACINUM,2023-02,143258.42
LEVOFLOXACINUM,2023-03,157076.1
LEVOFLOXACINUM,2023-04,131558.79
LEVOFLOXACINUM,2023-05,134759.17
LEVOFLOXACINUM,2023-06,129328.79000000001
LEVOFLOXACINUM,2023-07,125734.12
LEVOFLOXACINUM,2023-08,121826.0
LEVOFLOXACINUM,2023-09,121077.77
LEVOFLOXACINUM,2023-10,135527.61
LEVOFLOXACINUM,2023-11,133006.02
LEVOFLOXACINUM,2023-12,136848.75
MELOXICAMUM,2019-01,269406.16000000003
MELOXICAMUM,2019-02,277649.7
MELOXICAMUM,2019-03,316593.75
MELOXICAMUM,2019-04,295609.31
MELOXICAMUM,2019-05,289847.98
MELOXICAMUM,2019-06,262424.12
MELOXICAMUM,2019-07,290324.59
MELOXICAMUM,2019-08,298023.87
MELOXICAMUM,2019-09,297714.16
MELOXICAMUM,2019-10,321388.64
MELOXICAMUM,2019-11,341427.27
MELOXICAMUM,2019-12,336556.93
MELOXICAMUM,2020-01,332174.02
MELOXICAMUM,2020-02,323211.34
MELOXICAMUM,2020-03,273314.95
MELOXICAMUM,2020-04,197201.83
MELOXICAMUM,2020-05,236154.49
MELOXICAMUM,2020-06,254823.0
MELOXICAMUM,2020-07,272466.26
MELOXICAMUM,2020-08,285850.33
MELOXICAMUM,2020-09,286703.64
MELOXICAMUM,2020-10,295449.52999999997
MELOXICAMUM,2020-11,294329.22000000003
MELOXICAMUM,2020-12,297379.65
MELOXICAMUM,2021-01,294670.87
MELOXICAMUM,2021-02,295843.53
MELOXICAMUM,2021-03,335290.84
MELOXICAMUM,2021-04,312103.6
MELOXICAMUM,2021-05,318068.5
MELOXICAMUM,2021-06,307789.49
MELOXICAMUM,2021-07,294555.24
MELOXICAMUM,2021-08,294773.38
MELOXICAMUM,2021-09,306112.56
MELOXICAMUM,2021-10,323188.09
MELOXICAMUM,2021-11,308155.05
MELOXICAMUM,2021-12,300840.11
MELOXICAMUM,2022-01,302588.68
MELOXICAMUM,2022-02,310081.36
MELOXICAMUM,2022-03,269588.13
MELOXICAMUM,2022-04,217195.22
MELOXICAMUM,2022-05,240330.12
MELOXICAMUM,2022-06,224375.07
MELOXICAMUM,2022-07,235947.58
MELOXICAMUM,2022-08,242600.7
MELOXICAMUM,2022-09,249120.33000000002
MELOXICAMUM,2022-10,264042.5
MELOXICAMUM,2022-11,273121.64
MELOXICAMUM,2022-12,266957.54
MELOXICAMUM,2023-01,267237.81
MELOXICAMUM,2023-02,264248.7
MELOXICAMUM,2023-03,331780.89999999997
MELOXICAMUM,2023-04,285141.43
MELOXICAMUM,2023-05,314265.4
MELOXICAMUM,2023-06,295221.91
MELOXICAMUM,2023-07,281994.07
MELOXICAMUM,2023-08,294509.5
MELOXICAMUM,2023-09,290229.35
MELOXICAMUM,2023-10,298671.07
MELOXICAMUM,2023-11,284460.3
MELOXICAMUM,2023-12,275479.43
METFORMINUM,2019-01,462865.79
METFORMINUM,2019-02,519267.91
METFORMINUM,2019-03,501054.07
METFORMINUM,2019-04,526294.8
METFORMINUM,2019-05,612213.93
METFORMINUM,2019-06,581429.35
METFORMINUM,2019-07,626905.12
METFORMINUM,2019-08,641134.43
METFORMINUM,2019-09,649451.56
METFORMINUM,2019-10,724359.66
METFORMINUM,2019-11,758512.16
METFORMINUM,2019-12,809177.35
METFORMINUM,2020-01,776844.68
METFORMINUM,2020-02,791521.15
METFORMINUM,2020-03,802208.96
METFORMINUM,2020-04,551020.03
METFORMINUM,2020-05,605824.27
METFORMINUM,2020-06,637548.03
METFORMINUM,2020-07,667568.92
METFORMINUM,2020-08,660174.02
METFORMINUM,2020-09,706979.37
METFORMINUM,2020-10,739104.49
METFORMINUM,2020-11,741485.25
METFORMINUM,2020-12,829640.62
METFORMINUM,2021-01,749277.2
METFORMINUM,2021-02,764220.96
METFORMINUM,2021-03,829968.52
METFORMINUM,2021-04,756999.51
METFORMINUM,2021-05,727518.2
METFORMINUM,2021-06,768666.01
METFORMINUM,2021-07,750619.86
METFORMINUM,2021-08,712885.0700000001
METFORMINUM,2021-09,763519.43
METFORMINUM,2021-10,756427.0700000001
METFORMINUM,2021-11,765567.22
METFORMINUM,2021-12,798669.9199999999
METFORMINUM,2022-01,728502.84
METFORMINUM,2022-02,873806.4299999999
METFORMINUM,2022-03,849043.05
METFORMINUM,2022-04,554325.8
METFORMINUM,2022-05,607780.09
METFORMINUM,2022-06,549124.44
METFORMINUM,2022-07,548113.72
METFORMINUM,2022-08,553876.63
METFORMINUM,2022-09,583135.42
METFORMINUM,2022-10,607227.77
METFORMINUM,2022-11,643584.34
METFORMINUM,2022-12,682705.4400000001
METFORMINUM,2023-01,615474.3099999999
METFORMINUM,2023-02,604719.11
METFORMINUM,2023-03,701586.57
METFORMINUM,2023-04,602857.87
METFORMINUM,2023-05,622841.91
METFORMINUM,2023-06,655062.1699999999
METFORMINUM,2023-07,633061.11
METFORMINUM,2023-08,656271.11
METFORMINUM,2023-09,651270.32
METFORMINUM,2023-10,649189.88
METFORMINUM,2023-11,664566.0800000001
METFORMINUM,2023-12,683449.51
PANTOPRAZOLUM,2019-01,306074.97
PANTOPRAZOLUM,2019-02,303056.62
PANTOPRAZOLUM,2019-03,327458.76
PANTOPRAZOLUM,2019-04,307568.79000000004
PANTOPRAZOLUM,2019-05,291597.5
PANTOPRAZOLUM,2019-06,261488.06
PANTOPRAZOLUM,2019-07,298349.96
PANTOPRAZOLUM,2019-08,308495.7
PANTOPRAZOLUM,2019-09,323293.28
PANTOPRAZOLUM,2019-10,361990.98
PANTOPRAZOLUM,2019-11,388613.14
PANTOPRAZOLUM,2019-12,421076.21
PANTOPRAZOLUM,2020-01,420229.25
PANTOPRAZOLUM,2020-02,414772.37
PANTOPRAZOLUM,2020-03,364223.36
PANTOPRAZOLUM,2020-04,248969.95
PANTOPRAZOLUM,2020-05,274338.38
PANTOPRAZOLUM,2020-06,278098.96
PANTOPRAZOLUM,2020-07,295810.89
PANTOPRAZOLUM,2020-08,307617.33999999997
PANTOPRAZOLUM,2020-09,315775.19
PANTOPRAZOLUM,2020-10,359987.08
PANTOPRAZOLUM,2020-11,377460.45
PANTOPRAZOLUM,2020-12,397875.51
PANTOPRAZOLUM,2021-01,393297.04
PANTOPRAZOLUM,2021-02,382356.91
PANTOPRAZOLUM,2021-03,436768.86
PANTOPRAZOLUM,2021-04,425447.85
PANTOPRAZOLUM,2021-05,382430.58999999997
PANTOPRAZOLUM,2021-06,353757.97000000003
PANTOPRAZOLUM,2021-07,347754.43
PANTOPRAZOLUM,2021-08,356864.93
PANTOPRAZOLUM,2021-09,390732.0
PANTOPRAZOLUM,2021-10,460241.26
PANTOPRAZOLUM,2021-11,475927.65
PANTOPRAZOLUM,2021-12,471750.69
PANTOPRAZOLUM,2022-01,468803.63
PANTOPRAZOLUM,2022-02,487649.15
PANTOPRAZOLUM,2022-03,337180.73
PANTOPRAZOLUM,2022-04,243037.23
PANTOPRAZOLUM,2022-05,240794.81
PANTOPRAZOLUM,2022-06,227157.83
PANTOPRAZOLUM,2022-07,255191.88
PANTOPRAZOLUM,2022-08,268297.27
PANTOPRAZOLUM,2022-09,290751.89
PANTOPRAZOLUM,2022-10,317334.67
PANTOPRAZOLUM,2022-11,335469.7
PANTOPRAZOLUM,2022-12,357795.3
PANTOPRAZOLUM,2023-01,351266.55
PANTOPRAZOLUM,2023-02,344643.33
PANTOPRAZOLUM,2023-03,394806.92
PANTOPRAZOLUM,2023-04,346481.32
PANTOPRAZOLUM,2023-05,348708.53
PANTOPRAZOLUM,2023-06,347964.32
PANTOPRAZOLUM,2023-07,342195.08999999997
PANTOPRAZOLUM,2023-08,353127.06
PANTOPRAZOLUM,2023-09,366711.44
PANTOPRAZOLUM,2023-10,403927.04
PANTOPRAZOLUM,2023-11,405226.05
PANTOPRAZOLUM,2023-12,416796.11
PARACETAMOLUM,2019-01,1426818.2000000002
PARACETAMOLUM,2019-02,1016678.3999999999
PARACETAMOLUM,2019-03,978812.46
PARACETAMOLUM,2019-04,882318.62
PARACETAMOLUM,2019-05,807223.17
PARACETAMOLUM,2019-06,766232.36
PARACETAMOLUM,2019-07,785108.8400000001
PARACETAMOLUM,2019-08,831360.69
PARACETAMOLUM,2019-09,1094458.73
PARACETAMOLUM,2019-10,1204945.01
PARACETAMOLUM,2019-11,1093424.13
PARACETAMOLUM,2019-12,1250004.28
PARACETAMOLUM,2020-01,1386451.1
PARACETAMOLUM,2020-02,1442647.5899999999
PARACETAMOLUM,2020-03,4367291.41
PARACETAMOLUM,2020-04,1609175.95
PARACETAMOLUM,2020-05,694066.62
PARACETAMOLUM,2020-06,672067.13
PARACETAMOLUM,2020-07,771370.13
PARACETAMOLUM,2020-08,1167469.29
PARACETAMOLUM,2020-09,1677485.8499999999
PARACETAMOLUM,2020-10,2271583.1500000004
PARACETAMOLUM,2020-11,2015349.82
PARACETAMOLUM,2020-12,1583615.71
PARACETAMOLUM,2021-01,1025836.23
PARACETAMOLUM,2021-02,970106.81
PARACETAMOLUM,2021-03,1602571.14
PARACETAMOLUM,2021-04,1373970.32
PARACETAMOLUM,2021-05,1043523.9
PARACETAMOLUM,2021-06,872577.92
PARACETAMOLUM,2021-07,905767.95
PARACETAMOLUM,2021-08,1177016.37
PARACETAMOLUM,2021-09,1711757.08
PARACETAMOLUM,2021-10,2435977.5
PARACETAMOLUM,2021-11,1821661.78
PARACETAMOLUM,2021-12,1410750.88
PARACETAMOLUM,2022-01,2147546.7
PARACETAMOLUM,2022-02,2813407.06
PARACETAMOLUM,2022-03,1325651.59
PARACETAMOLUM,2022-04,561563.4
PARACETAMOLUM,2022-05,487825.87
PARACETAMOLUM,2022-06,435196.32
PARACETAMOLUM,2022-07,570961.65
PARACETAMOLUM,2022-08,717396.5499999999
PARACETAMOLUM,2022-09,1188161.1500000001
PARACETAMOLUM,2022-10,1147398.95
PARACETAMOLUM,2022-11,1011719.3099999999
PARACETAMOLUM,2022-12,1333540.42
PARACETAMOLUM,2023-01,1071135.93
PARACETAMOLUM,2023-02,1050410.5999999999
PARACETAMOLUM,2023-03,1208030.97
PARACETAMOLUM,2023-04,944425.42
PARACETAMOLUM,2023-05,767703.3
PARACETAMOLUM,2023-06,716607.5
PARACETAMOLUM,2023-07,692972.73
PARACETAMOLUM,2023-08,758921.5499999999
PARACETAMOLUM,2023-09,1080276.26
PARACETAMOLUM,2023-10,1245216.9
PARACETAMOLUM,2023-11,1173684.1800000002
PARACETAMOLUM,2023-12,1306038.69
PREGABALINUM,2019-01,101382.56
PREGABALINUM,2019-02,96034.17
PREGABALINUM,2019-03,105909.44
PREGABALINUM,2019-04,101029.54
PREGABALINUM,2019-05,83445.59
PREGABALINUM,2019-06,83174.39
PREGABALINUM,2019-07,89095.97
PREGABALINUM,2019-08,90172.79
PREGABALINUM,2019-09,87461.5
PREGABALINUM,2019-10,93810.69
PREGABALINUM,2019-11,97272.64
PREGABALINUM,2019-12,104100.85
PREGABALINUM,2020-01,103296.06
PREGABALINUM,2020-02,97051.47
PREGABALINUM,2020-03,91439.72
PREGABALINUM,2020-04,69709.66
PREGABALINUM,2020-05,78274.31999999999
PREGABALINUM,2020-06,84547.12
PREGABALINUM,2020-07,94937.4
PREGABALINUM,2020-08,101933.7
PREGABALINUM,2020-09,102270.99
PREGABALINUM,2020-10,106636.81
PREGABALINUM,2020-11,106825.26000000001
PREGABALINUM,2020-12,112373.19
PREGABALINUM,2021-01,116998.63
PREGABALINUM,2021-02,111193.76
PREGABALINUM,2021-03,125388.15999999999
PREGABALINUM,2021-04,117298.92
PREGABALINUM,2021-05,120008.73
PREGABALINUM,2021-06,118864.44
PREGABALINUM,2021-07,124099.71
PREGABALINUM,2021-08,128519.91
PREGABALINUM,2021-09,125389.35
PREGABALINUM,2021-10,129314.61
PREGABALINUM,2021-11,127532.73
PREGABALINUM,2021-12,129995.4
PREGABALINUM,2022-01,134582.35
PREGABALINUM,2022-02,136614.12
PREGABALINUM,2022-03,137409.53
PREGABALINUM,2022-04,114299.44
PREGABALINUM,2022-05,123978.63
PREGABALINUM,2022-06,124256.25
PREGABALINUM,2022-07,140280.62
PREGABALINUM,2022-08,149476.42
PREGABALINUM,2022-09,156241.12
PREGABALINUM,2022-10,166442.62
PREGABALINUM,2022-11,167462.24
PREGABALINUM,2022-12,178375.32
PREGABALINUM,2023-01,173795.18
PREGABALINUM,2023-02,176349.53
PREGABALINUM,2023-03,209548.37
PREGABALINUM,2023-04,194297.77
PREGABALINUM,2023-05,213867.51
PREGABALINUM,2023-06,221604.45
PREGABALINUM,2023-07,224144.86
PREGABALINUM,2023-08,233679.29
PREGABALINUM,2023-09,236603.07
PREGABALINUM,2023-10,247736.24
PREGABALINUM,2023-11,249905.04
PREGABALINUM,2023-12,265617.93
ROSUVASTATINUM,2019-01,124144.36
ROSUVASTATINUM,2019-02,129485.88
ROSUVASTATINUM,2019-03,145287.9
ROSUVASTATINUM,2019-04,139747.66
ROSUVASTATINUM,2019-05,135398.85
ROSUVASTATINUM,2019-06,133151.41
ROSUVASTATINUM,2019-07,142407.73
ROSUVASTATINUM,2019-08,142097.79
ROSUVASTATINUM,2019-09,149728.57
ROSUVASTATINUM,2019-10,168372.84
ROSUVASTATINUM,2019-11,185862.1
ROSUVASTATINUM,2019-12,201093.04
ROSUVASTATINUM,2020-01,199872.61
ROSUVASTATINUM,2020-02,196636.19
ROSUVASTATINUM,2020-03,206553.03
ROSUVASTATINUM,2020-04,126006.65
ROSUVASTATINUM,2020-05,139474.06
ROSUVASTATINUM,2020-06,146233.51
ROSUVASTATINUM,2020-07,154540.91
ROSUVASTATINUM,2020-08,163622.14
ROSUVASTATINUM,2020-09,168895.98
ROSUVASTATINUM,2020-10,183546.62
ROSUVASTATINUM,2020-11,188939.67
ROSUVASTATINUM,2020-12,205376.82
ROSUVASTATINUM,2021-01,200564.23
ROSUVASTATINUM,2021-02,203450.61
ROSUVASTATINUM,2021-03,229740.53
ROSUVASTATINUM,2021-04,221180.5
ROSUVASTATINUM,2021-05,222780.87
ROSUVASTATINUM,2021-06,225072.48
ROSUVASTATINUM,2021-07,224816.49
ROSUVASTATINUM,2021-08,222706.37
ROSUVASTATINUM,2021-09,232648.31
ROSUVASTATINUM,2021-10,259000.14
ROSUVASTATINUM,2021-11,267631.93
ROSUVASTATINUM,2021-12,279359.59
ROSUVASTATINUM,2022-01,285653.08
ROSUVASTATINUM,2022-02,321655.54
ROSUVASTATINUM,2022-03,265087.69
ROSUVASTATINUM,2022-04,170943.18
ROSUVASTATINUM,2022-05,181838.21
ROSUVASTATINUM,2022-06,175367.31
ROSUVASTATINUM,2022-07,197608.0
ROSUVASTATINUM,2022-08,209588.9
ROSUVASTATINUM,2022-09,218653.1
ROSUVASTATINUM,2022-10,245852.62
ROSUVASTATINUM,2022-11,261053.96
ROSUVASTATINUM,2022-12,271836.14
ROSUVASTATINUM,2023-01,265729.87
ROSUVASTATINUM,2023-02,266904.62
ROSUVASTATINUM,2023-03,332184.9
ROSUVASTATINUM,2023-04,278180.77
ROSUVASTATINUM,2023-05,296570.11
ROSUVASTATINUM,2023-06,280450.6
ROSUVASTATINUM,2023-07,269839.05
ROSUVASTATINUM,2023-08,281806.53
ROSUVASTATINUM,2023-09,280770.32
ROSUVASTATINUM,2023-10,301715.96
ROSUVASTATINUM,2023-11,311602.34
ROSUVASTATINUM,2023-12,328783.63
SILDENAFILUM,2019-01,212159.07
SILDENAFILUM,2019-02,201039.81
SILDENAFILUM,2019-03,216493.26
SILDENAFILUM,2019-04,208950.01
SILDENAFILUM,2019-05,205477.61
SILDENAFILUM,2019-06,209052.27
SILDENAFILUM,2019-07,216246.93
SILDENAFILUM,2019-08,237707.18
SILDENAFILUM,2019-09,238816.38
SILDENAFILUM,2019-10,253267.91
SILDENAFILUM,2019-11,261064.69
SILDENAFILUM,2019-12,281623.05
SILDENAFILUM,2020-01,265999.56
SILDENAFILUM,2020-02,240531.57
SILDENAFILUM,2020-03,205696.87
SILDENAFILUM,2020-04,156537.22
SILDENAFILUM,2020-05,188182.72
SILDENAFILUM,2020-06,194462.1
SILDENAFILUM,2020-07,223595.13
SILDENAFILUM,2020-08,239076.17
SILDENAFILUM,2020-09,227770.79
SILDENAFILUM,2020-10,230049.67
SILDENAFILUM,2020-11,227284.88
SILDENAFILUM,2020-12,239708.46
SILDENAFILUM,2021-01,240464.93
SILDENAFILUM,2021-02,211115.88
SILDENAFILUM,2021-03,214501.64
SILDENAFILUM,2021-04,195525.78
SILDENAFILUM,2021-05,214997.41
SILDENAFILUM,2021-06,217207.16999999998
SILDENAFILUM,2021-07,235381.13
SILDENAFILUM,2021-08,247734.67
SILDENAFILUM,2021-09,234678.82
SILDENAFILUM,2021-10,247433.38
SILDENAFILUM,2021-11,227113.25
SILDENAFILUM,2021-12,248571.89
SILDENAFILUM,2022-01,229363.13
SILDENAFILUM,2022-02,184728.11
SILDENAFILUM,2022-03,107196.29000000001
SILDENAFILUM,2022-04,122866.72
SILDENAFILUM,2022-05,145056.59
SILDENAFILUM,2022-06,152703.95
SILDENAFILUM,2022-07,181207.04
SILDENAFILUM,2022-08,183755.8
SILDENAFILUM,2022-09,189723.4
SILDENAFILUM,2022-10,200984.21
SILDENAFILUM,2022-11,196168.46
SILDENAFILUM,2022-12,216367.56
SILDENAFILUM,2023-01,200153.35
SILDENAFILUM,2023-02,187711.42
SILDENAFILUM,2023-03,203411.46
SILDENAFILUM,2023-04,200735.52
SILDENAFILUM,2023-05,205795.22
SILDENAFILUM,2023-06,219296.85
SILDENAFILUM,2023-07,230881.89
SILDENAFILUM,2023-08,232316.43
SILDENAFILUM,2023-09,229197.80000000002
SILDENAFILUM,2023-10,228379.15
SILDENAFILUM,2023-11,212619.05
SILDENAFILUM,2023-12,235493.97
