ATC4,sales_2019,sales_2020,sales_2021,sales_2022,sales_2023,contribution_2023,YoY,known_inn_count,eligible_competitive
D04A A Antihistamines for topical use,904071.33,756766.7899999999,989313.12,543955.14,866997.41,0.0010214674961721,0.593876675197885,2,False
D04A B Anesthetics for topical use,50176.41,40451.76,45894.4,38137.27,47472.9,5.593099095766742e-05,0.2447902012912828,1,False
D04A X Other antipruritics,437762.98,452601.72,487095.83,341668.66000000003,334295.94,0.0003938563516727,-0.0215785667904103,2,False
D05A X Other antipsoriatics for topical use,9756.78,7549.769999999999,13719.430000000002,7628.959999999999,37570.09,4.4263829765376695e-05,3.924667320316269,4,True
D05B X Other antipsoriatics for systemic use,4287.170000000001,4099.360000000001,4884.91,3198.84,3878.87,4.569955551398113e-06,0.2125864375836241,0,False
D06A A Tetracycline and derivatives,109565.06,1937.59,261.32,0.0,0.0,0.0,,1,False
D06A X Other antibiotics for topical use,1701684.63,1629101.4600000002,1543746.94,1147926.15,1178351.25,0.0013882942291013,0.0265044053574352,6,True
D06B A Sulfonamides,826721.22,748224.93,781278.21,636421.96,668708.5499999999,0.0007878501600568,0.0507314203928475,3,True
D06B B Antivirals,2171653.54,1899398.3,1912733.34,1553561.85,1561174.3199999998,0.0018393236304346,0.0049000109007566,6,True
D06B X Other chemotherapeutics,709379.2799999999,679838.56,755266.94,627783.74,671725.3700000001,0.0007914044769859,0.069994852048892,2,False
"D06C ANTIBIOTICS AND CHEMOTERAPEUTICS, COMBINATIONS",606569.28,550123.22,593249.47,507913.87,578767.38,0.0006818844666614,0.1394990650678629,6,True
"D07A A Corticosteroids, weak (group I)",622063.9700000001,496900.39,520492.98999999993,112418.96,228813.99,0.0002695810284536,1.0353683222118404,2,False
"D07A B Corticosteroids, moderately potent (group II)",221140.07,248522.78000000003,261917.36,287924.73000000004,333424.15,0.0003928292377065,0.1580253978183812,3,True
"D07A C Corticosteroids, potent (group III)",2380402.04,2171412.41,2208727.04,1808899.01,1828476.4,0.0021542500457041,0.0108228208936882,7,True
"D07A D Corticosteroids, very potent (group IV)",452519.37,453430.03,474923.45,456696.74,552581.95,0.0006510336644447,0.2099537868389425,1,False
"D07B B Corticosteroids, moderately potent, combinations with antiseptics",513859.9100000001,452673.08,461314.19,399099.22,427618.18000000005,0.0005038055092255,0.0714583205649963,3,True
"D07B C Corticosteroids, potent, combinations with antiseptics",127341.61,148109.33000000002,157137.06,223275.85,308604.34,0.0003635873635281,0.3821662306962439,1,False
"D07C A Corticosteroids, weak, combinations with antibiotics",388544.08,349798.81,329790.10000000003,269231.11,279276.85,0.0003290346907822,0.0373127013442093,2,False
"D07C B Corticosteroids, moderately potent, combinations with antibiotics",1.74,0.0,0.0,0.0,0.0,0.0,,1,False
"D07C C Corticosteroids, potent, combinations with antibiotics",1773719.48,1718671.74,1865772.45,1638612.38,1879188.55,0.0022139974132147,0.1468170098897945,6,True
"D07X A Corticosteroids,weak, other combinations",47677.02,41666.73,39593.1,34700.16,23204.830000000005,2.7339158486298717e-05,-0.3312759941164533,2,False
"D07X C Corticosteroids, potent, other combinations",532430.9299999999,497183.55,540161.3,516564.73,583637.27,0.0006876220089972,0.1298434370461181,2,False
D08A C Biguanides and amidines,4787215.7,4930680.03,4027949.28,3752700.03,3787531.060000001,0.0044623430519042,0.0092815918462847,3,True
D08A D Boric acid products,4040680.66,2891781.33,2064290.68,1922952.56,1871579.66,0.0022050328722284,-0.0267156356680997,1,False
D08A F Nitrofuran derivatives,1776910.89,1675668.23,1283728.5199999998,1145851.5799999998,1289173.39,0.0015188611864654,0.1250788605623778,1,False
D08A G Iodine products,6576321.930000001,6235556.69,5609238.35,7039789.29,5170921.47,0.0060922075959416,-0.2654721246635494,2,False
D08A J Quaternary ammonium compounds,2358572.32,2161631.52,1990412.5,1318750.49,1537303.34,0.0018111996361867,0.1657272180425881,4,True
D08A X Other antiseptics and disinfectants,31190969.99,32868936.85,25213704.62,21917350.26,19720366.46,0.0232338795008551,-0.1002394803175447,16,True
D10A B Preparations containing sulphur,226191.45,186841.58,180042.77,179263.84999999998,178606.32,0.0002104280224907,-0.0036679453219372,1,False
D10A D Retinoids for topical use in acne,122426.76,149855.96000000002,232268.46,211624.43,288888.51,0.0003403588287335,0.3651000028682889,4,True
D10A E Peroxides,41499.9,45326.71,49652.2,46243.030000000006,43484.32,5.123177873524299e-05,-0.0596567742208935,1,False
D10A F Antiinfectives for treatment of acne,313515.37,335552.71,338079.86,217656.28000000003,201021.62,0.0002368369830053,-0.076426280923298,3,True
D10A X Other anti-acne preparations for topical use,200975.63,179385.63999999998,165234.31,163338.15,212034.19,0.0002498116264986,0.2981302286085643,2,False
D10B A Retinoids for treatment of acne,106246.65,143417.83000000002,228891.81000000003,262324.98,356892.95,0.0004204793968623,0.3604992936623878,1,False
D11A A Antihidrotics,1382003.79,1064516.59,1130687.5,1285200.5,1299734.5299999998,0.0015313039701555,0.0113087646635678,1,False
D11A C Medicated shampoos,189314.01,182572.53000000003,215602.6,168644.11000000002,193789.57,0.0002283164223664,0.1491036953499294,1,False
D11A F Wart and anti-corn preparations,51883.91999999999,39987.310000000005,44705.95,51504.98,71059.01,8.371936085157635e-05,0.3796531908176646,2,False
"D11A H Agents for dermatitis, excluding corticosteroids",70376.11,85199.18,121149.08,60753.27,141796.9,0.0001670603888055,1.3339797182933526,3,True
D11A X Other dermatologicals,791086.66,657130.16,590468.63,440579.11,447535.11,0.0005272709733479,0.0157883109800645,9,True
G01A A Antibiotics,607509.6699999999,554301.83,661192.29,549186.12,563077.1,0.0006633987009129,0.0252937565137296,5,True
G01A C Quinoline derivatives,216465.38,221464.36,217738.21,162880.16,183344.01,0.000216009811186,0.1256374625368737,2,False
G01A D Organic acids,6.42,0.0,0.0,0.0,0.0,0.0,,1,False
G01A F Imidazole derivatives,1457395.74,1327409.11,1383657.3,995006.72,1163008.43,0.0013702178291619,0.168844799359747,13,True
G01A X Other antiinfectives and antiseptics,1044813.17,944805.68,940400.9,657961.54,727061.9299999999,0.0008566001704655,0.105021928789333,12,True
G01B F Imidazole derivatives and corticosteroids,841585.01,651727.53,682502.19,569718.82,670364.34,0.0007898009567328,0.1766582329156689,4,True
G02A B Ergot alcaloids,1298.9799999999998,1537.53,887.44,285.21000000000004,412.57,4.860762443289718e-07,0.4465481574979835,1,False
G02A D Prostaglandins,4243.99,3635.23,3375.59,2121.76,2562.63,3.019205385764242e-06,0.2077850463765929,1,False
G02A X Other uterotonics,26164.160000000003,21422.9,15466.62,10070.02,11383.78,1.3411990761973154e-05,0.1304625015640486,1,False
G02B A Intrauterine contraceptives,33090.450000000004,33245.200000000004,46532.27000000001,42522.810000000005,58967.46000000001,6.947349902905902e-05,0.3867253833883508,1,False
G02B B Intravaginal contraceptives,424446.23,353720.92,332725.98,242721.92,254180.47,0.0002994669710336,0.0472085504267598,3,True
"G02C A Sympathomimetics, labor repressants",8462.91,5996.189999999999,6048.12,3698.9100000000008,3397.22,4.00249154994127e-06,-0.081561865522546,1,False
G02C B Prolactine inhibitors,191970.61,192302.14,204807.02,169436.61,199506.81,0.0002350522842738,0.1774716810021164,3,True
G02C C Antiinflammatory products for vaginal administration,34196.450000000004,40462.08,45573.32,29186.2,34723.13,4.090963623566099e-05,0.1897105481357626,1,False
G02C X Other gynecologicals,873775.12,782473.8,820759.67,571289.41,711299.43,0.0008380293175163,0.2450772192679013,8,True
"G03A A Progestogens and estrogens, fixed combinations",1913859.22,1926789.14,2109403.67,1851718.96,2170075.95,0.0025567112676264,0.1719251122211329,8,True
"G03A B Progestogens and estrogens, seguential preparations",184429.31000000003,205902.5,248854.01,232205.82,296521.54000000004,0.0003493518106644,0.2769772092706377,2,False
G03A C Progestogens,22005.63,21483.33,22673.63,17759.86,21788.61,2.567061521183964e-05,0.2268458197305609,2,False
G03A D Emergency contraceptives,267921.19999999995,274486.97000000003,308645.87999999995,278211.02,341613.68000000005,0.000402477869418,0.227894135897277,2,False
G03B A 3-oxoandrosten (4) derivatives,69043.76,52441.58,57260.73,43077.87,52640.03,6.201873156982914e-05,0.2219738348251667,1,False
G03B B 5-androstanon (3) derivatives,9363.36,6766.44,8461.970000000001,5096.74,9543.48,1.1243810544219542e-05,0.8724674988325871,1,False
"G03C A Natural and semisynthetic estrogens, plain",173342.93000000002,170914.19,187198.38,151001.83,183473.96,0.0002161629139514,0.2150446123732408,5,True
"G03C B Synthetic estrogens, plain",19.1,0.0,0.0,0.0,0.0,0.0,,1,False
G03C X Other estrogens,23.33,1873.09,5133.09,4741.65,8166.199999999999,9.621145081899436e-06,0.7222274946484872,1,False
G03D A Pregnen (4) derivatives,820183.2999999999,735565.48,746075.51,530918.01,631802.67,0.0007443688804096,0.190019283768505,2,False
G03D B Pregnadien derivatives,491617.12,480601.00000000006,576824.2899999999,436098.5500000001,558753.4,0.0006583046614587,0.2812548906663412,2,False
G03D C Estren derivatives,136728.56,123560.86,141733.61000000002,119231.99,133178.94999999998,0.0001569070069071,0.1169733055700905,2,False
"G03F A Progestogens and estrogens, combinations",152998.7,165483.43,193455.24,196227.27,228618.21,0.0002693503669729,0.1650684943025502,3,True
"G03F B Progestogens and estrogens, sequential preparations",206123.52,225682.97,276308.04,232196.09000000003,265830.78,0.0003131929785719,0.1448546786468278,2,False
G03G A Gonadotropins,36322.01,25830.88,17523.84,7243.81,15523.87,1.828970702438664e-05,1.1430531722946902,9,True
"G03G B Ovulation stimulants, synthetic",11823.12,9837.57,9584.54,7048.379999999999,10158.55,1.196846554967176e-05,0.4412602612231466,1,False
"G03H A Antiandrogens, plain preparations",4996.0,4072.22,4347.550000000001,2649.5999999999995,2655.03,3.1280679908397373e-06,0.0020493659420293,1,False
G03H B Antiandrogens and estrogens,106324.29,93828.78,98875.58,80171.02,83919.03,9.88706084546388e-05,0.0467501847924598,1,False
G03X A Antigonadotropins and similar agents,672918.46,647113.19,655499.41,475166.23,486748.19,0.0005734705192552,0.02437454362024,2,False
G03X B Progesterone receptor modulators,75720.41,36494.82,24868.94,19935.22,9633.83,1.1350257907515766e-05,-0.5167432313262659,2,False
G04B C Urinary concrement solvents,575903.97,542546.8200000001,558414.62,415413.95,356796.13,0.0004203653267603,-0.1411070090448335,3,True
G04B D Drugs for urinary frequency and incontinence,701040.8,658076.53,669903.1299999999,591190.29,677958.34,0.0007987479548166,0.1467683949951206,5,True
G04B E Drugs used in erectile dysfunction,2839152.19,2733627.41,2873917.28,2213514.99,2724938.83,0.0032104322478914,0.2310460251276636,6,True
G04B X Other urologicals,4544978.91,4440305.28,4588284.71,3789755.96,4045568.38,0.0047663540352581,0.0675010271637648,12,True
G04C A Alpha-adrenoreceptor antagonists,1478947.14,1436133.54,1636874.7700000005,1562024.02,1706640.61,0.0020107071724267,0.0925828208454824,6,True
G04C B Testosterone-5-alpha reductase inhibitors,139484.32,135629.69,152108.00999999998,142282.21,165583.91,0.0001950854523937,0.1637710013078936,2,False
G04C X Other preparations used in benign prostatic hypertrophy,507226.42,474105.52,453679.27,366955.86,357140.54,0.0004207710991609,-0.0267479581876687,6,True
H01A C Somatropin and somatropin agonists,21579.82,10193.179999999998,6894.36,6496.610000000001,7183.700000000001,8.463596277931106e-06,0.1057613124383332,1,False
H01A X Other anterior pituitary lobe hormones and analogues,0.0,0.0,0.0,0.03,2.06,2.42702344648831e-09,67.66666666666667,1,False
H01B A Vasopressin and analogues,35719.93,33757.880000000005,39063.08,38879.58,40698.07,4.794911170719539e-05,0.0467723673969728,2,False
H01B B Oxytocin and derivatives,249443.87000000005,193116.42,143286.84000000003,97528.09,97311.79,0.0001146495125969,-0.0022178225780901,3,True
H01C B Somatostatin and analogues,45146.14,41430.68,51819.4,37457.78999999999,44860.09,5.285266516581348e-05,0.1976171044794687,2,False
H01C C Anti-gonadotropin-releasing hormones,2079.74,1860.81,4550.000000000001,495.3399999999999,1523.88,1.7953847037061196e-06,2.076432349497316,2,False
H02A A Mineralocorticoids,10986.38,6969.98,10436.32,11966.63,12241.320000000002,1.442231585241082e-05,0.0229546664349111,1,False
H02A B Glucocorticoids,3501772.45,3540633.93,4925020.45,3061098.77,3162302.5500000003,0.003725719628029,0.0330612592418899,7,True
H03A A Thyroid hormones,2258699.81,2372194.21,2557808.8800000004,2337419.62,1988813.54,0.002343153928288,-0.1491414194598058,1,False
H03B B Sulphur-containing imidazole derivatives,221187.84,220950.25,241600.71,225951.77,237706.13,0.0002800574518854,0.0520215442437117,2,False
H03C A Iodine therapy,540763.94,528553.55,534362.8899999999,552509.53,490470.12000000005,0.0005778555733213,-0.1122865880702546,1,False
H04A A Glycogenolytic hormones,383.05,235.89,392.2300000000001,330.98,538.7600000000001,6.34749102927205e-07,0.6277720708199894,1,False
H05B A Calcitonin preparations,65.39,0.0,0.0,0.0,0.0,0.0,,1,False
H05B X Other anti-parathyroid agents,115.89,334.54,597.19,536.31,577.27,6.801203033758771e-07,0.0763737390688221,2,False
J01A A Tetracyclines,1627353.25,1605068.19,1582869.95,1257794.9700000002,1262586.54,0.0014875374445633,0.0038095000491216,3,True
J01B A Amphenicols,2088843.63,1756442.04,1693733.96,1533898.15,1443154.87,0.0017002770419435,-0.0591586084121686,2,False
J01C A Penicillins with extended spectrum,2597686.2,2168951.74,1998284.4,1443641.88,1430859.96,0.0016857915881365,-0.0088539409787695,2,False
J01C E Beta-lactamase sensitive penicillins,1351153.7000000002,1174777.28,1026173.32,768623.77,739512.47,0.0008712689823594,-0.0378745767906709,3,True
"J01C R Combinations of penicillins, incl. beta-lactamase inhibitors",3018335.42,2712248.62,2859184.07,2235560.75,2576689.67,0.0030357700210748,0.1525921046878282,3,True
J01D B First-generation cephalosporins,413176.42,273630.68,280940.78,182433.68,195760.04,0.0002306379645463,0.0730476960175339,2,False
J01D C Second-generation cephalosporins,923169.85,735684.0499999999,691017.89,356781.06999999995,409122.25,0.0004820142200145,0.1467039156533727,1,False
J01D D Third-generation cephalosporins,21201806.31,22678112.33,22144995.87,9706128.99,7243825.05,0.0085344336109754,-0.25368547466625,12,True
J01D E Fourth-generation cephalosporins,1101784.14,2694139.16,3123778.68,868664.6599999999,467750.7,0.0005510883087433,-0.4615290323886319,2,False
J01D F Monobactams,0.0,1.63,9714.510000000002,4720.45,9250.82,1.089900827147718e-05,0.9597326526072728,1,False
J01D H Carbapenems,235680.18,540729.44,441540.55,97525.7,34082.95,4.0155397463829486e-05,-0.6505234004985353,3,True
J01E B Short-acting sulfonamides,3867988.92,3766519.35,3594598.21,2946460.98,2522780.83,0.002972256419787,-0.1437928935342629,2,False
J01E D Long-acting sulfonamides,173931.97000000003,35984.16999999999,25181.83,2239.8,135.05999999999997,1.5912319741879184e-07,-0.939699973211894,1,False
"J01E E Combinations of sulfonamides and trimethoprim, incl. derivatives",864216.38,777451.76,747121.3,579749.1699999999,524135.12000000005,0.0006175185560038,-0.0959277785598207,1,False
J01F A Macrolides,6951727.19,9636875.25,7650466.76,5310139.899999999,4444286.96,0.0052361109974962,-0.1630565213545503,6,True
J01F F Lincosamides,772950.0100000001,696347.33,676914.66,528527.1799999999,568533.11,0.0006698267903276,0.0756932311409226,2,False
J01G A Streptomycins,167616.14,125341.41000000002,112198.59,76230.98999999999,86453.93000000001,0.0001018571432772,0.1341047781223885,1,False
J01G B Other aminoglycosides,799779.48,721012.24,633157.86,277438.55,250758.02,0.0002954347543373,-0.0961673494905448,4,True
J01M A Fluoroquinolones,6208749.12,7845663.729999999,7759102.52,3877666.67,3083580.45,0.0036329718695548,-0.2047845489514446,8,True
J01M B Other quinolones,113736.85,53380.23,60413.34,54325.69,55781.49,6.571989519905495e-05,0.0267976347838381,1,False
J01R A Combinations of antibacterials,736585.93,691591.8099999999,735952.33,500533.97,514712.86,0.0006064175628296,0.0283275278998544,4,True
J01X A Glycopeptide antibacterials,83695.76000000001,104503.62,111910.2,45924.48,39238.6,4.622961272202728e-05,-0.1455842287163621,2,False
J01X B Polymyxins,2724.24,4095.5,8746.14,5344.280000000001,7072.16,8.332183561804257e-06,0.3233138982238952,3,True
J01X D Imidazole derivatives,3478639.67,2870583.41,2689252.23,1646787.55,1535376.13,0.0018089290614992,-0.067653790557258,3,True
J01X E Nitrofuran derivatives,1642341.11,1423043.75,1620736.68,1558179.14,1511263.5399999998,0.0017805204103897,-0.0301092466171766,2,False
J01X X Other antibacterials,1819069.99,1829654.71,1638068.61,1511811.86,1582263.85,0.0018641706128547,0.0466010301043675,7,True
J02A C Triazole and tetrazole derivatives,6626956.14,6381773.74,6583361.64,4782760.54,5140021.92,0.0060558027744193,0.074697735128508,4,True
J02A X Other antimycotics for systemic use,1073.63,794.2800000000001,1227.62,415.29,90.82,1.0700110165537296e-07,-0.7813094464109418,2,False
J04A B Antibiotics,134926.87,132800.45,125477.96,91165.65,82225.02,9.68747822465875e-05,-0.0980701612943031,1,False
J04A C Hydrazides,47913.36,37595.73,36181.24,24192.72,35011.47,4.124934882816606e-05,0.4471903117962759,1,False
J04A K Other drugs for treatment of tuberculosis,6247.0,4749.93,4477.02,3318.85,1719.4000000000003,2.025739861112622e-06,-0.4819289814242884,2,False
J05A B Nucleosides and nucleotides excl. reverse transcriptase inhibitors,1660897.72,1645230.14,1748717.74,1421876.53,1778343.91,0.0020951856143153,0.2507020634203729,6,True
J05A C Cyclic amines,1520706.65,2172658.81,1356826.64,956996.2,743243.35,0.0008756645810177,-0.2233580969287025,1,False
J05A E Protease inhibitors,0.0,0.0,0.0,0.12,0.0,0.0,-1.0,1,False
J05A F Nucleoside and nucleotide reverse transcriptase inhibitors,1858.49,4358.219999999999,7334.830000000001,4681.26,4334.489999999999,5.1067518730918025e-06,-0.0740762102510865,4,True
J05A H Neuraminidase inhibitors,13579.37,467788.58,455120.09,411654.1299999999,320095.09,0.0003771253827843,-0.2224173968569195,2,False
J05A P Antivirals for treatment of HCV infections,6238.78,8283.44,6182.290000000001,2899.96,2910.66,3.429242749881391e-06,0.0036897060649112,5,True
"J05A R Antivirals for treatment of HIVinfections, combinations",670.83,20.69,5.68,0.23,0.0,0.0,-1.0,4,True
J05A X Other antivirals,7417495.03,11371460.25,10928789.06,8059363.58,6554152.34,0.0077218841752603,-0.1867655212547192,11,True
"J06B A Immunoglobulins, normal human",32184.64,42613.02,48993.99999999999,9996.049999999996,8878.94,1.046087163104996e-05,-0.1117551432815959,1,False
J06B B Specific immunoglobulins,18848.95,17204.92,10331.23,2455.17,6147.02,7.242214400986686e-06,1.5037044277992972,1,False
J07A F Diphtheria vaccines,103.55,193.14,4.85,0.0,0.0,0.0,,0,False
J07A G Hemophilus influenzae B vaccines,1101.65,838.3,1252.54,257.74,0.0,0.0,-1.0,0,False
J07A H Meningococcal vaccines,161.08,2057.61,4520.79,4774.82,7770.15,9.154532151811234e-06,0.627317888423019,0,False
J07A J Pertussis vaccines,95072.60000000002,71406.54999999999,84063.66,42932.94000000001,42137.03,4.964444649290356e-05,-0.0185384462373182,0,False
J07A L Pneumococcal vaccines,11706.08,36439.51,34208.36,24409.95,27047.32,3.186625233236515e-05,0.108044875143128,0,False
J07A M Tetanus vaccines,230.67,552.16,337.3,94.72,0.0,0.0,-1.0,0,False
J07A P Typhoid vaccines,2.72,0.0,1.16,1.43,0.0,0.0,-1.0,0,False
J07A X Other bacterial vaccines,0.0,52.12,10938.72,8464.66,23039.78,2.714470206889925e-05,1.7218789650145432,0,False
J07B A Encephalitis vaccines,2.1,3.3100000000000005,18.45,39.50999999999999,17.82,2.0994930978845483e-08,-0.5489749430523917,0,False
J07B B Influenza vaccines,194578.78,166328.18999999997,129990.68,19979.78,50569.33,5.957910173941975e-05,1.5310253666456788,0,False
J07B C Hepatitis vaccines,4716.35,3410.91,3630.39,2601.71,4783.170000000001,5.635371717737618e-06,0.8384716205879983,0,False
J07B D Measles vaccines,1250.83,3896.01,4469.21,3003.7900000000004,6705.119999999999,7.89974924830956e-06,1.2322199621145278,0,False
J07B F Poliomyelitis vaccines,58.06,16.69,0.0,11.02,0.0,0.0,-1.0,0,False
J07B G Rabies vaccines,710.3100000000001,284.52,1508.1,1264.07,1133.5300000000002,1.335487323931017e-06,-0.1032695974115355,0,False
J07B H Rota virus diarrhea vaccines,4383.24,16982.350000000002,31569.84,26738.659999999996,29112.4,3.429926086579917e-05,0.088775578132936,0,False
J07B K Varicella zoster vaccines,10551.92,6400.150000000001,15747.030000000002,3620.64,2496.1,2.9408219537764423e-06,-0.3105914976357771,0,False
J07B L Yellow fever vaccines,46.57,18.21,112.92,109.79,211.85,2.495946199701692e-07,0.9295928590946356,0,False
J07B M Papillomavirus vaccines,2602.98,4942.42,6590.78,1969.8,11414.49,1.3448172261993375e-05,4.7947456594578135,0,False
"J07C A Bacterial and viral vaccines, combined",273842.17,297869.14,258815.76,211110.02,159585.26,0.0001880180425892,-0.2440659140669874,0,False
L01A A Nitrogen mustard analogues,26468.11,20084.810000000005,13815.71,9437.35,10068.52,1.1862395199726449e-05,0.0668800033907823,5,True
L01A D Nitrosoureas,175.54000000000002,126.14,146.6,61.04,57.99,6.832188818536753e-08,-0.049967234600262,1,False
L01A X Other alkylating agents,5594.3,4055.06,6085.45,3314.98,3062.61,3.608265183227943e-06,-0.0761301727310572,2,False
L01B A Folic acid analogues,10513.43,11054.32,14097.04,8269.650000000001,9669.829999999998,1.1392671909493229e-05,0.1693155091206999,2,False
L01B B Purine analogues,74.55,61.75,204.32,149.98,389.67,4.590962264044174e-07,1.5981464195226032,4,True
L01B C Pyrimidine analogues,39739.27,35707.509999999995,47554.23,39771.45,29092.63,3.427596850971321e-05,-0.268504668549927,7,True
L01C A Vinca alkaloids and analogues,9887.89,10317.62,12565.05,5547.280000000001,3601.0300000000007,4.242613709469806e-06,-0.3508476226186526,2,False
L01C B Podophyllotoxin derivatives,8192.21,4774.71,2443.04,812.3399999999999,1185.51,1.3967284301195906e-06,0.4593766157027847,1,False
L01C D Taxanes,19929.03,16702.170000000002,14353.4,17440.72,11576.55,1.3639105960895265e-05,-0.3362343985798752,3,True
L01C E Topoisomerase 1 (TOP1) inhibitors,471.13,862.3399999999999,900.64,765.35,1462.72,1.723328027013292e-06,0.9111778924674984,2,False
L01C X Other plant alkaloids and natural products,0.0,0.0,0.0,79.11,81.56,9.609127781339157e-08,0.0309695360889901,0,False
L01D B Anthracyclines and related substances,6878.06,9925.03,9681.5,8463.689999999999,7771.479999999999,9.156099113550956e-06,-0.0817858404549316,4,True
L01D C Other cytotoxic antibiotics,1.95,1.49,0.0,2.38,0.0,0.0,-1.0,1,False
L01E A BCR-ABL tyrosine kinase inhibitors,686.27,1575.89,1961.4500000000005,2470.88,2096.99,2.470603833520156e-06,-0.1513185585702261,2,False
L01E B Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,29.83,0.78,23.18,161.35000000000002,184.05,2.1684158510979295e-07,0.1406879454601795,4,True
L01E C B-Raf serine-threonine kinase (BRAF) inhibitors,61.36999999999999,49.260000000000005,100.55,76.71000000000001,12.47,1.4691739018305449e-08,-0.8374397079911355,2,False
L01E D Anaplastic lymphoma kinase (ALK) inhibitors,247.53000000000003,400.4,329.45000000000005,388.31,148.79000000000002,1.752994265063086e-07,-0.6168267621230459,2,False
L01E E Mitogen-activated protein kinase (MEK) inhibitors,5.94,0.2,0.18,17.130000000000006,1.11,1.3077650609718562e-09,-0.935201401050788,2,False
L01E F Cyclin-dependent kinase (CDK) inhibitors,1501.82,1692.1600000000003,1962.1900000000005,1389.42,800.3100000000001,9.428986089607086e-07,-0.4239970635229088,2,False
L01E G Mammalian target of rapamycin (mTOR) kinase inhibitors,5.199999999999999,37.7,60.92,19.75,93.27,1.0988761012328384e-07,3.722531645569621,1,False
L01E H Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors,0.23,174.23,389.4000000000001,574.44,240.32,2.8313702653401493e-07,-0.5816447322609846,1,False
L01E J Janus-associated kinase (JAK) inhibitors,0.0,0.1,0.1,0.12,0.0,0.0,-1.0,1,False
L01E K Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors,349.85,418.3200000000001,495.58,415.53,238.07,2.804861514104233e-07,-0.427069044352995,1,False
L01E L Bruton's tyrosine kinase (BTK) inhibitors,0.01,0.01,0.0,0.0,2.29,2.6980017924554516e-09,,2,False
L01E X Other protein kinase inhibitors,3702.73,4082.05,2241.36,642.1099999999999,471.7,5.557412425769592e-07,-0.2653906651508307,6,True
L01F A CD20 (Clusters of Differentiation 20) inhibitors,3065.4400000000005,2293.21,1310.84,1481.6999999999998,641.72,7.560531485827566e-07,-0.5669028818249308,2,False
L01F C CD38 (Clusters of Differentiation 38) inhibitors,0.0,0.0,0.4999999999999999,0.1,0.11,1.2959833937558935e-10,0.0999999999999998,1,False
L01F D HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors,6234.96,4244.62,3653.63,2015.05,650.0300000000001,7.658437140392217e-07,-0.6774124711545619,3,True
L01F E EGFR (Epidermal Growth Factor Receptor) inhibitors,0.5800000000000001,0.7599999999999999,103.33,66.55,158.21,1.8639775702374545e-07,1.3773102930127727,2,False
L01F F PD-1/PDL-1 (Programmed cell death protein 1/death ligand 1) inhibitors,185.22,729.2900000000001,2906.3499999999995,2613.33,4134.45,4.871071402103686e-06,0.582061966915774,2,False
L01F G VEGF/VEGFR (Vascular Endothelial Growth Factor) inhibitors,11600.27,17485.239999999998,13466.829999999998,10313.510000000002,2559.9400000000005,3.0160361172831488e-06,-0.7517877037012617,1,False
L01F X Other monoclonal antibodies and antibody drug conjugates,0.02,0.02,1.34,0.1699999999999999,15.34,1.8073077509286736e-08,89.23529411764707,3,True
L01X A Platinum compounds,18257.01,22396.55,13172.8,19645.57,31162.64,3.67147854050847e-05,0.5862425982040735,3,True
L01X D Sensitizers used in photodynamic/radiation therapy,0.0,0.16,0.16,0.23,0.0,0.0,-1.0,1,False
L01X G Proteasome inhibitors,29.880000000000003,134.74,83.08999999999999,38.91,345.46,4.0700947564264643e-07,7.878437419686456,1,False
L01X K Poly (ADP-ribose) polymerase (PARP) inhibitors,0.01,0.03,35.1,103.02000000000002,231.51999999999995,2.727691593839677e-07,1.2473306154144814,2,False
L01X X Other antineoplastic agents,14593.9,14976.62,14723.039999999995,14943.830000000002,12699.56,1.4962198970915092e-05,-0.1501803754459197,4,True
L01X Y Combinations of antineoplastic agents,2.6,0.0,55.25,279.96000000000004,144.14999999999998,1.698327329181019e-07,-0.4851050150021433,2,False
L02A B Progestogens,9271.469999999998,8769.43,8740.480000000001,6111.870000000001,4648.8,5.477061455356727e-06,-0.2393817276872709,2,False
L02A E Gonadotropin releasing hormone analogues,29904.27,28412.06,42157.79,50822.55,44799.8,5.278163349416844e-05,-0.1185054665694657,3,True
L02B A Anti-estrogens,182968.59,168417.18,164040.0,153145.54,128666.42,0.0001515904942309,-0.1598421997793733,3,True
L02B B Anti-androgens,106063.72,112552.37,132789.02,121647.20000000004,144681.35,0.0001704587518056,0.1893520771542622,3,True
L02B G Aromatase inhibitors,126628.92,160858.05000000002,192196.81,192804.58,194001.26,0.0002285658284797,0.0062066990317346,3,True
L02B X Other hormone antagonists and related agents,67.33000000000001,115.02,428.88,833.77,1269.62,1.4958240330730523e-06,0.5227460810535278,2,False
L03A A Colony stimulating factors,20449.49,20826.93,26870.49,24038.38,10335.19,1.2176576919374523e-05,-0.5700546376253308,2,False
L03A B Interferons,1496906.23,1319350.56,1235147.63,719518.6399999999,646806.27,0.0007620456226338,-0.1010569649731379,3,True
L03A X Other immunostimulants,1800774.6,1959151.55,1363586.74,848606.88,779247.16,0.0009180830718104,-0.0817336291216492,11,True
L04A A Selective immunosuppressants,38730.43,41621.71,48801.77,41083.74999999999,45688.8,5.3829023709667526e-05,0.1120893297228224,10,True
